Name,player_id,year,ab,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4
"Cease, Dylan",656302,2024,684,29.4,8.5,0.21,0.358,0.283,0.361,32.4,8.5,7.2,20.0,28.1,30.5,5.3,38.6,94.084709267,68.5,22.1,30.5,52.4,SD,20.0,0.029239766081871343,-1.84119359541458,-1.4450573249586216,1.1058640689857984,0.18206112221141246
"McKenzie, Triston",663474,2024,288,21.8,14.4,0.242,0.482,0.361,0.41,31.6,13.0,4.2,17.2,35.3,27.9,1.9,41.9,94.829605352,64.3,12.4,22.2,52.0,CLE,17.8,0.06180555555555556,2.3449829615921796,-1.3938812504179439,-0.16272308788725454,3.9009008128427825
"Kelly, Merrill",518876,2024,277,21.0,6.3,0.263,0.47,0.34,0.405,33.5,10.7,6.0,25.6,21.4,33.0,2.3,40.9,94.677066333,68.1,12.9,30.5,37.8,AZ,12.1,0.043682310469314076,2.1613943720819933,0.6161269994113362,0.2884716166530467,-0.5370086018015265
"Bibee, Tanner",676440,2024,651,26.3,6.2,0.237,0.393,0.301,0.377,37.4,7.0,9.1,24.2,29.9,25.3,4.5,36.9,93.719329103,72.7,22.3,26.8,40.7,CLE,21.7,0.03333333333333333,-0.23867678044659116,-1.721386779062309,-0.23118485317011567,-1.3205512335388523
"Tonkin, Michael",543859,2024,297,25.0,8.8,0.253,0.392,0.321,0.383,35.9,7.4,7.8,26.7,22.1,30.9,4.6,35.0,93.662756111,65.5,17.1,31.2,35.9,MIN,4.7,0.015824915824915825,-0.19444696162980785,0.5861620745143081,-0.010606589844758166,-0.9954212205693461
"Gore, MacKenzie",669022,2024,649,24.8,8.9,0.252,0.378,0.316,0.376,36.2,6.8,4.7,29.6,24.5,28.3,5.7,38.1,93.73951438,73.2,19.8,27.3,52.5,WSH,13.1,0.020184899845916794,-0.3766030309600351,-0.2981664335674875,0.5231928286390842,-1.0990828842975153
"Valdez, Framber",664285,2024,634,24.0,7.8,0.234,0.34,0.287,0.338,26.0,5.3,5.1,24.9,11.8,47.6,4.9,45.0,94.620557662,61.2,14.4,28.6,54.4,HOU,11.8,0.01861198738170347,-1.7002490556996028,3.411284191423097,2.362659824996369,0.8103038397621563
"Williams, Gavin",668909,2024,293,23.8,9.6,0.248,0.39,0.317,0.372,32.1,6.9,6.4,24.3,28.9,30.7,2.8,44.0,94.867836636,69.2,19.1,29.0,38.6,CLE,9.6,0.032764505119453925,0.4050406011373764,-0.2546240449537348,0.71820394204083,-0.13181828774831225
"Bello, Brayan",678394,2024,622,21.8,9.1,0.256,0.4,0.328,0.376,34.2,7.4,5.5,25.3,17.1,40.7,3.8,41.1,94.524067665,65.1,16.8,29.7,43.5,BOS,18.9,0.030385852090032153,0.4028552638495103,1.6844539878142697,1.1373555985281008,0.11468825228372773
"Baz, Shane",669358,2024,285,21.6,8.5,0.219,0.37,0.295,0.332,28.3,7.3,5.0,21.9,33.3,30.6,1.8,42.0,94.212895936,73.6,16.6,24.0,52.2,TB,7.9,0.027719298245614036,-0.9354349995396524,-0.6629589682812946,-0.005327280807713008,0.6658503403723616
"Spence, Mitch",687765,2024,598,19.4,6.8,0.251,0.409,0.314,0.358,30.9,8.4,5.1,22.7,22.9,37.7,3.2,41.7,94.185021142,70.8,12.0,31.7,44.6,OAK,18.8,0.031438127090301006,0.19556671694904193,1.0996237807267903,0.11298561559639107,-0.4856514778850185
"Littell, Zack",641793,2024,618,21.5,4.7,0.263,0.436,0.321,0.388,36.2,9.6,6.3,25.9,29.7,24.5,3.8,39.2,94.137344568,70.6,14.5,31.1,44.7,TB,22.8,0.036893203883495145,1.1804330070720075,-0.7715333216940794,-0.34894560621399595,-1.563018458221018
"Bradford, Cody",674003,2024,293,22.7,4.2,0.235,0.404,0.292,0.358,35.3,8.9,4.9,23.7,32.1,25.4,4.9,34.8,93.938793468,67.6,17.3,29.9,38.2,TEX,10.1,0.03447098976109215,-0.503114697766218,-0.807429146131065,-1.196445619355092,-1.1188056889679132
"Rogers, Tyler",643511,2024,273,17.6,2.1,0.238,0.34,0.27,0.31,24.9,4.4,3.1,24.4,21.3,40.4,6.2,31.1,92.704925759,70.1,16.0,27.8,28.3,SF,5.6,0.020512820512820513,-2.780052448769104,2.5927012615920004,-2.546093150471608,-1.4937199133565553
"Heaney, Andrew",571760,2024,634,22.9,5.9,0.253,0.433,0.325,0.393,37.4,8.3,7.9,24.9,30.1,24.3,3.7,40.1,94.388347616,70.1,17.9,30.5,45.8,TEX,21.9,0.03454258675078864,1.0500474457686102,-1.2243517830375226,0.25488725836300247,-1.337243230124292
"Manaea, Sean",640455,2024,662,24.9,8.5,0.227,0.374,0.3,0.356,37.0,7.5,7.7,23.7,30.8,26.4,4.0,37.8,93.857812243,68.6,19.0,28.6,43.9,NYM,23.0,0.03474320241691843,-0.5953762380741624,-1.2640012644388352,-0.11053956266614638,-0.40839762206979807
"Beeks, Jalen",656222,2024,276,17.6,8.7,0.243,0.372,0.302,0.327,30.4,4.8,4.0,22.0,27.8,33.0,7.0,33.0,93.31572095,73.5,14.6,24.0,46.4,PIT,6.5,0.02355072463768116,-1.5104833837202254,0.8006803704863978,-1.9431030861335366,0.162485324929784
"Darvish, Yu",506433,2024,300,23.6,6.6,0.228,0.385,0.295,0.353,32.0,7.5,6.1,21.5,32.5,27.6,4.8,39.9,94.154535022,69.4,19.2,30.7,41.7,SD,13.6,0.04533333333333333,-0.7197019568127467,-1.1477280836057475,-0.37252464775848354,-0.4598878728843281
"Houser, Adrian",605288,2024,272,14.6,10.4,0.268,0.443,0.349,0.364,29.8,8.8,4.8,23.2,23.2,36.4,3.5,40.4,94.668829163,66.1,11.7,22.3,38.2,NYM,8.7,0.031985294117647056,1.6493495076485236,1.940307982144641,-0.8282866837604668,1.6390377174108242
"Miller, Bryce",682243,2024,654,24.3,6.4,0.229,0.405,0.299,0.367,32.8,9.7,6.6,21.9,30.5,28.5,2.3,41.2,94.328141625,69.8,17.3,27.0,43.5,SEA,19.6,0.02996941896024465,0.04517769218784202,-0.9522724658500819,0.16606843462066537,-0.08380710794636166
"Shuster, Jared",694363,2024,283,17.4,10.3,0.268,0.423,0.333,0.363,37.9,7.3,3.9,25.9,31.9,26.3,4.3,31.9,93.046398952,72.4,15.5,25.7,42.7,CWS,8.2,0.028975265017667843,0.3727595667923789,-0.38017356574053096,-2.178223079627746,-0.35028848181339844
"Imanaga, Shota",684007,2024,662,25.1,4.0,0.234,0.39,0.286,0.362,36.0,8.6,5.7,24.7,31.3,26.2,3.5,39.3,93.931424733,75.3,20.0,34.8,47.6,CHC,24.3,0.036706948640483385,-0.6496527494134436,-1.8481334665570834,0.2436642099310947,-2.3829977268531706
"Wacha, Michael",608379,2024,625,21.2,6.6,0.252,0.405,0.311,0.365,32.7,8.2,4.1,25.8,28.2,27.6,5.7,32.5,93.109005646,68.5,17.3,27.8,38.5,KC,19.9,0.03184,-0.5390607559441227,0.02829575857458605,-1.7247965507550485,-0.6833548247490583
"Sandoval, Patrick",663776,2024,312,22.9,9.9,0.256,0.385,0.318,0.371,32.9,5.1,4.7,27.8,23.5,35.0,3.8,36.3,93.645202078,65.1,18.4,27.1,46.2,LAA,6.7,0.021474358974358974,-0.6689751407106241,1.1848502665937373,0.1953835302843709,-0.009523317253989833
"Castillo, Luis",622491,2024,663,24.3,6.5,0.244,0.404,0.306,0.376,37.0,8.5,6.7,25.0,27.8,27.0,4.9,41.9,94.546516728,71.2,17.9,31.0,43.5,SEA,22.8,0.034389140271493215,0.44005186053888984,-0.9155943344972373,0.5036786819804889,-1.2882852116067711
"Stroman, Marcus",573186,2024,603,16.7,8.9,0.271,0.43,0.34,0.37,35.5,6.7,6.5,27.6,20.5,34.3,3.4,40.2,94.344487814,66.4,11.2,26.5,38.5,NYY,17.5,0.02902155887230514,1.5552104213585793,1.911974098389668,-0.30006124442074145,-0.20389892987353792
"Rodriguez, Yariel",684320,2024,323,23.1,10.9,0.23,0.371,0.309,0.35,28.9,6.3,3.8,24.7,30.1,28.9,5.9,37.2,93.720160549,66.3,16.3,27.4,45.2,,0.0,0.0,-1.6736924405382048,0.643634896818646,-0.4837331192180282,0.46554256121469295
"Feltner, Ryan",663372,2024,628,19.9,7.5,0.255,0.41,0.32,0.365,33.1,6.5,7.5,25.1,24.4,30.7,5.3,36.8,93.803345297,68.0,17.6,25.7,42.6,COL,22.3,0.03550955414012739,0.17733595700823682,0.4388547826415414,-0.6136238843403895,-0.24628789295032247
"Yamamoto, Yoshinobu",808967,2024,340,28.5,6.0,0.237,0.356,0.288,0.376,34.2,8.3,7.1,23.8,18.8,36.3,5.4,41.3,94.490868143,64.2,17.0,31.7,48.2,LAD,11.9,0.035,-0.7334932296558239,0.581777320170043,1.729418036482486,-0.4848968959048416
"Hjelle, Sean",663546,2024,314,22.3,4.2,0.249,0.379,0.293,0.355,29.6,5.3,4.5,26.3,13.6,45.3,4.9,37.4,93.88649477,62.8,12.6,26.6,43.3,SF,9.9,0.031528662420382166,-0.9453257096509861,3.279740980691011,0.29118110092208327,-0.21976939868955953
"Gibson, Kyle",502043,2024,641,20.9,9.4,0.263,0.428,0.338,0.391,34.3,9.2,5.2,26.7,23.0,30.3,5.0,39.1,94.071640304,64.0,14.6,26.3,47.5,STL,22.2,0.034633385335413415,1.0727051248633996,0.7577261107393802,0.07977654593712206,0.5812077945196669
"Wheeler, Zack",554430,2024,723,28.5,6.6,0.197,0.328,0.261,0.326,32.6,8.3,5.4,20.3,27.4,33.2,5.2,33.6,93.046728036,69.1,21.4,33.8,39.7,PHI,18.0,0.024896265560165973,-3.2542590880171924,-0.8907032341443927,-0.40199426955910567,-0.8211593899203949
"Bassitt, Chris",605135,2024,667,22.2,9.2,0.256,0.399,0.327,0.375,36.3,7.5,4.0,27.6,27.0,27.8,6.2,37.1,94.077816493,65.4,17.0,24.6,34.2,TOR,16.8,0.025187406296851574,0.4090320915543016,0.5733596187945816,-0.9390086792289571,-0.004363094038532064
"Fulmer, Carson",608334,2024,329,21.4,10.6,0.249,0.433,0.334,0.384,34.1,9.5,7.1,24.6,25.8,29.4,2.8,44.4,94.852082088,64.9,15.3,30.3,45.2,LAA,12.1,0.036778115501519756,1.394473119017369,-0.028587504862797857,1.019841984093552,0.5109532578205211
"Quintana, Jose",500779,2024,634,18.8,8.8,0.257,0.407,0.327,0.361,32.9,6.7,7.3,25.4,23.2,30.9,6.5,38.2,93.89600374,64.5,12.0,28.0,38.7,NYM,21.7,0.03422712933753943,0.41660582151880104,1.3483384374443554,-0.8504449088249929,0.023059291324691693
"Cecconi, Slade",677944,2024,313,18.9,5.0,0.256,0.449,0.327,0.381,36.0,10.3,7.9,20.9,32.8,21.7,5.9,36.4,94.005374217,68.0,15.2,24.6,35.0,AZ,12.7,0.04057507987220447,1.3946725487001546,-1.0338704339319456,-1.9906652485722953,-0.2038544046923104
"Cabrera, Edward",665795,2024,361,25.7,11.8,0.243,0.419,0.335,0.4,32.4,8.6,8.6,22.7,19.1,37.1,3.5,45.7,94.921917421,65.5,16.1,28.2,51.9,MIA,15.2,0.042105263157894736,1.0902838965745218,0.4148066539124431,2.268590973018677,1.344691889672854
"Holton, Tyler",663947,2024,330,21.8,4.8,0.215,0.331,0.26,0.304,29.3,5.5,5.1,20.7,27.0,35.9,5.9,32.8,93.076380787,63.7,17.0,33.2,38.3,DET,8.2,0.024848484848484845,-3.3352211742399733,1.0006905575044502,-1.3221532270462717,-0.7319781569227233
"Cole, Gerrit",543037,2024,355,25.4,7.4,0.226,0.376,0.296,0.358,31.6,7.4,7.4,24.6,30.1,28.1,2.3,39.5,94.074448672,68.5,17.8,27.3,43.2,NYY,12.2,0.03436619718309859,-0.5598485759702393,-0.718434274635767,0.1808145468802145,-0.2342083887883009
"Fedde, Erick",607200,2024,661,21.2,7.2,0.245,0.394,0.306,0.355,32.4,7.6,6.0,24.9,27.2,30.1,4.3,37.7,93.941632164,68.4,15.3,24.4,37.9,STL,20.7,0.03131618759455371,-0.01245834861316087,0.40504074156124137,-0.9164207360094659,-0.04687907763886216
"Flexen, Chris",623167,2024,635,17.4,8.9,0.258,0.437,0.333,0.369,37.0,8.1,7.7,23.7,30.6,25.2,4.6,37.4,93.935523035,68.6,15.6,27.7,37.2,CWS,19.4,0.030551181102362202,1.0744135244865047,-0.40982951311023097,-1.3218263601006226,-0.36223029847280486
"Houck, Tanner",656557,2024,674,20.7,6.5,0.257,0.384,0.313,0.359,30.2,5.7,6.1,27.3,15.6,41.2,3.4,41.8,94.430703969,62.7,14.1,31.2,39.6,BOS,14.5,0.021513353115727003,-0.16617839660472458,2.8493910447744377,0.9900027719882215,-0.6597436571437431
"Severino, Luis",622663,2024,684,21.2,7.9,0.24,0.376,0.305,0.346,30.4,5.7,4.0,25.6,25.0,32.6,6.8,35.6,93.515669191,70.6,15.7,29.7,37.7,NYM,24.1,0.03523391812865497,-1.1130431986077896,0.8203185979614891,-1.213178611221827,-0.7007086650806907
"Singer, Brady",663903,2024,693,22.3,7.1,0.267,0.426,0.331,0.395,35.6,8.0,5.9,26.9,19.1,33.9,5.7,41.7,94.43000817,64.9,13.7,26.1,51.4,KC,24.1,0.03477633477633478,1.1871805353563012,1.2757198185588614,0.8874130339464095,0.018779467201212492
"Musgrove, Joe",605397,2024,375,24.6,5.6,0.248,0.422,0.321,0.393,35.5,10.5,6.2,24.6,25.7,31.2,1.4,40.6,94.1443128,66.2,19.8,27.0,50.7,SD,13.4,0.03573333333333333,0.7480845571264554,-0.6113604819311566,1.001737752844266,-0.10200986457155205
"Gausman, Kevin",592332,2024,693,21.4,7.4,0.257,0.449,0.333,0.397,35.5,9.7,7.5,23.4,27.7,27.9,2.1,42.4,94.740771683,71.1,15.9,29.8,39.1,TOR,23.8,0.03434343434343434,1.8139079911468896,-0.6749329347360273,0.27981445554901185,-0.6925243502076112
"Gomber, Austin",596295,2024,653,16.7,5.5,0.278,0.482,0.344,0.393,37.7,9.6,8.5,25.0,27.0,27.4,2.4,41.2,94.432492071,68.7,14.6,25.9,35.3,COL,26.1,0.03996937212863706,2.8094255821617113,-0.0314621560856589,-0.7413428187193857,-0.7687599619020913
"Waguespack, Jacob",621097,2024,41,21.6,19.6,0.294,0.45,0.393,0.44,40.0,6.7,6.7,36.7,13.3,30.0,3.3,36.7,93.484988621,61.8,34.9,21.8,46.2,TB,0.0,0.0,1.6698176165337744,0.6708866576204522,1.9618679647079516,1.0122257308657505
"Gilbert, Logan",669302,2024,756,27.4,4.6,0.224,0.369,0.276,0.357,33.0,7.2,5.7,24.4,26.9,31.4,4.4,39.3,94.386132799,70.3,20.4,29.9,58.7,SEA,24.6,0.03253968253968254,-1.4411136855036168,-0.8176972248800197,1.3686815370539336,-0.9799164954138787
"Francis, Bowden",670102,2024,377,22.5,5.4,0.219,0.379,0.286,0.337,35.5,8.7,6.3,20.6,36.6,24.4,3.5,36.2,93.806003811,72.4,16.5,27.1,36.3,TOR,15.2,0.040318302387267906,-0.6461522657650758,-1.7396180382301818,-1.6856880626933732,-0.6469920490174565
"Borucki, Ryan",621366,2024,45,25.5,7.8,0.314,0.548,0.401,0.518,42.4,12.1,0.0,30.3,12.1,33.3,12.1,33.3,93.834587,69.6,18.2,33.7,62.5,PIT,2.4,0.05333333333333333,3.1277045457929344,0.29985789791100603,0.9831755923847718,-1.0960112439194611
"Yarbrough, Ryan",642232,2024,348,16.3,8.0,0.245,0.384,0.316,0.334,33.6,6.2,3.8,22.8,27.7,30.8,8.3,29.4,92.615066512,66.4,18.2,27.3,28.4,TOR,9.1,0.02614942528735632,-1.416661839909008,0.9071517581959204,-3.2210873474559016,-0.24336375986934466
"Verlander, Justin",434378,2024,358,18.7,6.8,0.234,0.389,0.301,0.333,39.1,6.9,8.0,21.8,40.1,19.7,3.5,32.5,93.349929268,69.9,17.2,27.1,32.1,HOU,12.2,0.03407821229050279,-0.3836166218151253,-1.834825569536141,-2.719812316913658,-0.9591166789375059
"Frías, Luis",666818,2024,45,22.6,13.2,0.343,0.548,0.417,0.509,47.1,11.8,5.9,38.2,11.8,29.4,2.9,52.9,95.399490882,65.3,12.5,32.8,44.2,TOR,1.9,0.042222222222222223,6.6953232621176015,1.1888854001920315,3.175807558108639,-1.1779932789389118
"Herget, Jimmy",623474,2024,49,28.8,5.8,0.206,0.353,0.266,0.346,26.5,8.8,5.9,17.6,38.2,17.6,11.8,26.5,92.724955,69.4,25.0,31.9,34.5,ATL,2.8,0.05714285714285714,-3.3123713929725893,-3.002220100660152,-2.90348203453249,-0.4080109169944635
"Rocker, Kumar",677958,2024,45,25.5,10.9,0.211,0.309,0.277,0.306,32.4,2.9,8.8,17.6,23.5,41.2,5.9,47.1,93.804493939,64.5,14.5,33.3,51.4,TEX,0.4,0.008888888888888889,-2.900921921532529,1.3055778986427813,1.5170728728741616,0.42822059737011553
"Gómez, Yoendrys",672782,2024,44,18.5,13.0,0.222,0.438,0.334,0.347,36.1,13.9,8.3,22.2,36.1,16.7,2.8,50.0,95.289379722,70.0,16.9,23.1,66.7,NYY,1.7,0.038636363636363635,1.9365605936520525,-2.8648077496784072,1.350724224971385,2.1696955558796285
"Dana, Caden",702674,2024,43,15.4,13.5,0.259,0.583,0.4,0.424,19.4,13.9,0.0,22.2,22.2,41.7,0.0,41.7,94.634810833,72.3,19.1,22.3,48.0,LAA,4.8,0.11162790697674418,3.752319358325984,-0.08006231924865292,-0.2182708113752398,4.051813428377397
"de Geus, Brett",676969,2024,44,13.5,7.7,0.279,0.369,0.339,0.335,42.1,2.6,10.5,26.3,10.5,39.5,10.5,34.2,93.196867297,62.5,13.3,27.6,29.6,,0.0,0.0,-0.17945844515146545,3.826703424972835,-1.421754310711977,-1.434816628705605
"Beede, Tyler",595881,2024,54,26.5,13.2,0.237,0.348,0.335,0.391,31.6,5.3,10.5,23.7,23.7,31.6,5.3,44.7,94.105747568,64.6,23.3,29.4,40.0,CLE,1.2,0.022222222222222223,-0.41428920842917516,-0.060726237511644215,1.540164775071193,0.5447998564746479
"Williamson, Brandon",682227,2024,51,20.3,8.5,0.24,0.427,0.336,0.374,45.0,7.5,12.5,25.0,25.0,22.5,5.0,42.5,93.913900513,64.8,10.8,18.8,45.8,CIN,2.5,0.049019607843137254,2.2744863647169016,-0.5115307592704375,-0.3963540714930093,0.6000800704735141
"Palencia, Daniel",694037,2024,56,23.2,17.4,0.235,0.338,0.332,0.349,30.0,5.0,10.0,22.5,20.0,42.5,0.0,45.0,95.60979675,66.7,21.3,21.3,53.8,CHC,1.0,0.017857142857142856,-0.061555095552593836,0.9990829776669334,2.970909572597847,2.805811026535156
"Bloss Jr., Jake",814005,2024,51,20.0,5.5,0.275,0.529,0.362,0.437,45.0,15.0,2.5,20.0,37.5,25.0,0.0,30.0,93.17500975,72.2,14.5,33.3,41.5,,0.0,0.0,2.037468208217055,-1.949349192642369,-1.8621426968104178,-1.4849817682248783
"Uribe, Abner",682842,2024,54,21.2,18.2,0.257,0.359,0.335,0.365,25.0,7.5,0.0,35.0,10.0,35.0,10.0,47.5,95.068232564,54.6,21.1,19.5,40.0,MIL,1.0,0.018518518518518517,0.06277439998114925,3.842374364366297,1.636343747080771,3.300686484747928
"Quijada, José",650671,2024,63,28.6,20.2,0.214,0.349,0.343,0.382,46.3,4.9,14.6,29.3,36.6,12.2,2.4,39.0,94.38315575,76.4,24.6,24.3,55.8,LAA,1.5,0.023809523809523808,0.6371987962076744,-4.349143873532651,1.6387177572796894,0.11894080289485091
"Cueto, Johnny",456501,2024,47,12.0,6.0,0.36,0.75,0.48,0.539,36.6,17.1,2.4,22.0,22.0,36.6,0.0,56.1,96.881684634,71.3,4.8,20.0,50.0,LAA,3.8,0.08085106382978723,10.431388192658849,0.9394905177727284,1.0437348595095457,2.0617395149022535
"Mahle, Tyler",641816,2024,50,17.9,7.1,0.251,0.357,0.3,0.326,29.3,4.9,7.3,24.4,29.3,26.8,4.9,34.1,94.04452775,68.2,25.3,30.3,25.0,TEX,0.7,0.013999999999999999,-1.3962534200773444,0.1804804124638642,-1.4560388313248172,-1.4139117302296067
"Zulueta, Yosver",691172,2024,61,29.0,10.1,0.198,0.335,0.282,0.339,26.8,9.8,7.3,14.6,17.1,43.9,7.3,46.3,95.430243659,58.6,8.0,22.6,50.0,CIN,1.8,0.029508196721311476,-1.2612764960244183,2.119730084890813,1.8252285051546255,3.5862406643216413
"Mushinski, Parker",656786,2024,43,6.0,10.0,0.327,0.423,0.37,0.35,34.1,0.0,12.2,34.1,22.0,29.3,2.4,31.7,92.3415115,64.4,13.4,21.1,26.3,HOU,0.6,0.013953488372093023,1.7103988042166358,3.3118660649110288,-3.0691928420692194,-1.29304740473454
"Lucas, Easton",687922,2024,50,16.4,14.8,0.259,0.371,0.344,0.343,31.7,4.9,4.9,29.3,31.7,29.3,0.0,36.6,93.235831951,74.1,11.6,28.5,27.0,TOR,0.9,0.018000000000000002,0.299844689011502,0.8004268643682546,-1.9618785062262631,-0.384273503750026
"Plesac, Zach",668676,2024,47,9.3,13.0,0.291,0.623,0.424,0.431,35.7,23.8,2.4,19.0,42.9,4.8,7.1,45.2,95.049601463,71.6,16.7,18.2,27.8,LAA,4.1,0.08723404255319148,7.0558596201305885,-4.01654704878308,-3.6818967467807844,3.4829703899201565
"Burnes, Corbin",669203,2024,731,23.1,6.1,0.231,0.367,0.284,0.34,26.8,6.7,3.6,22.6,24.2,38.5,4.2,31.6,93.206229159,67.0,15.6,33.0,51.6,BAL,22.3,0.030506155950752394,-2.4975324201543403,1.004443980310562,-0.39911543051329046,-0.34072577552131805
"García, Deivi",665620,2024,56,22.1,16.2,0.235,0.4,0.331,0.363,38.1,7.1,7.1,26.2,35.7,21.4,2.4,35.7,93.213800714,65.6,25.0,24.2,48.7,CWS,2.1,0.0375,-0.17072503948756257,-2.1578197042606235,-0.4429158535285982,1.4492271659800697
"Sulser, Cole",642121,2024,54,22.7,13.6,0.204,0.312,0.279,0.3,33.3,4.8,9.5,23.8,31.0,28.6,2.4,38.1,93.280416098,68.2,20.0,29.4,34.0,TB,1.0,0.018518518518518517,-2.286104295931121,-0.6180023513170545,-0.5239462324434443,0.10703374611743152
"Spiers, Carson",686730,2024,377,19.5,6.6,0.257,0.465,0.337,0.39,36.2,10.4,8.7,20.8,28.9,25.2,5.7,38.9,94.295274539,67.2,13.6,26.1,44.4,CIN,18.1,0.0480106100795756,1.8252198699039497,-0.774937412086625,-0.8324148900943442,0.2979264385755672
"Lazar, Max",676661,2024,52,16.7,3.7,0.301,0.452,0.338,0.393,41.9,4.7,9.3,25.6,23.3,34.9,2.3,44.2,95.554789048,67.6,10.7,29.1,43.3,PHI,1.8,0.03461538461538462,2.905592444548686,1.4587244938478852,0.7686039856298533,-1.878337227303068
"Berroa, Prelander",672860,2024,69,31.3,15.7,0.132,0.213,0.234,0.237,25.6,4.7,0.0,9.3,44.2,37.2,4.7,18.6,91.421739535,66.9,18.1,28.8,65.5,CWS,1.6,0.02318840579710145,-8.463612943043232,-1.87133154372357,-2.407419749901795,3.60414400905628
"Bigge, Hunter",685801,2024,68,32.9,6.8,0.243,0.409,0.307,0.431,45.5,11.4,9.1,25.0,25.0,25.0,4.5,52.3,95.138354318,74.3,24.5,30.3,56.5,TB,1.4,0.020588235294117647,1.5189289598035352,-2.79685607399579,3.660181148708009,-1.6801546484460426
"Aldegheri, Sam",691951,2024,53,14.9,14.9,0.225,0.37,0.325,0.299,31.1,4.4,13.3,17.8,42.2,20.0,2.2,37.8,93.969124889,70.2,13.7,16.9,50.0,LAA,2.0,0.03773584905660377,-0.06545242708506452,-1.6888286578979002,-1.877537379800495,2.5944250440414685
"Sánchez, Cristopher",650911,2024,706,20.3,5.8,0.258,0.363,0.293,0.342,30.2,5.4,4.1,25.5,16.0,42.4,6.5,34.5,93.870693047,66.9,17.1,36.4,37.4,PHI,8.1,0.011473087818696883,-1.8275499641176611,2.624364112930205,-0.036593812165403306,-1.791479576392365
"Sears, JP",676664,2024,685,18.1,6.5,0.243,0.442,0.324,0.362,32.7,10.2,7.9,19.4,32.3,25.5,4.7,40.2,94.379787855,68.4,17.3,27.6,34.0,OAK,30.3,0.044233576642335765,1.0370191567969749,-0.9853563488559085,-1.299059779167766,0.1529033041223743
"Irvin, Jake",663623,2024,710,20.3,6.8,0.253,0.43,0.32,0.374,33.0,9.2,7.4,21.0,24.8,31.8,5.4,39.1,94.341422273,67.1,15.6,26.8,41.9,WSH,25.1,0.03535211267605634,0.696187063859529,0.2741192148827892,-0.3607829354571393,0.2513512345546259
"Young, Alex",622065,2024,61,22.1,10.3,0.256,0.388,0.319,0.367,30.4,6.5,8.7,28.3,23.9,30.4,2.2,47.8,94.06068413,66.1,12.8,30.2,64.4,NYM,1.8,0.029508196721311476,0.33722085331598256,0.5930120308100028,2.1073859800766575,0.06412013458763555
"Burke, Sean",680732,2024,69,28.9,9.2,0.237,0.378,0.303,0.387,34.0,8.5,4.3,29.8,34.0,23.4,0.0,40.4,93.76043383,71.1,15.1,29.4,59.6,CWS,2.2,0.0318840579710145,-0.20356249244636465,-1.602170921991479,1.1157592772113414,-0.613728411878298
"Smith, Drew",622098,2024,68,29.1,11.4,0.23,0.397,0.324,0.415,38.3,10.6,4.3,31.9,38.3,10.6,2.1,38.3,94.755003478,75.4,24.6,29.8,47.9,NYM,2.1,0.030882352941176472,0.8554830551026091,-3.8870888053756114,0.8657184313933431,-1.2553804430804396
"Beck, Tristan",663941,2024,61,20.9,6.0,0.223,0.414,0.304,0.352,33.3,12.5,4.2,18.8,39.6,25.0,0.0,31.3,92.986599167,68.9,12.1,30.0,42.4,SF,1.0,0.01639344262295082,-0.7629400653183731,-1.4883485541982173,-2.169676286374911,-0.0212890537638159
"Sborz, Josh",622250,2024,65,25.0,4.4,0.27,0.406,0.31,0.396,35.4,6.3,6.3,29.2,25.0,31.3,2.1,39.6,93.74685875,66.9,14.4,30.2,42.9,TEX,1.1,0.016923076923076926,0.34958846543465816,0.8476893778971295,0.45478359239441957,-1.9535043140328656
"Taylor, Troy",700187,2024,74,30.9,8.6,0.205,0.352,0.278,0.361,34.7,14.3,4.1,16.3,34.7,24.5,6.1,34.7,93.65286625,61.9,20.2,25.6,51.2,SEA,2.2,0.02972972972972973,-1.8724505143689556,-2.310129622917292,-0.2842878723918368,2.023725955425032
"Cobb, Alex",502171,2024,58,16.1,4.8,0.281,0.479,0.342,0.39,32.7,6.1,6.1,26.5,14.3,44.9,2.0,44.9,95.131098163,57.3,7.5,30.4,34.2,CLE,2.1,0.03620689655172414,2.309708696506974,4.089610522877792,0.7345387616733065,-0.2220014157514062
"Cosgrove, Tom",676680,2024,65,19.7,7.9,0.262,0.392,0.338,0.367,30.0,4.0,6.0,30.0,28.0,24.0,8.0,38.0,93.7176726,64.3,12.0,22.6,40.0,SD,2.9,0.04461538461538461,0.46384112439622344,1.2381086918704516,-1.5768042801996025,0.04966731903181522
"Whitlock, Garrett",676477,2024,66,22.7,9.3,0.254,0.399,0.326,0.381,44.0,6.0,8.0,28.0,26.0,24.0,6.0,36.0,94.016792708,62.7,9.1,29.4,33.3,BOS,0.9,0.013636363636363637,0.8084610932768032,0.7810723877976185,-0.8329499176456383,-1.138499507980389
