,Name,player_id,year,pa,k_percent,bb_percent,xba,xslg,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,iz_contact_percent,team_abbrev,xhr,xhr_rate,PC1,PC2,PC3,PC4,PC5
0,"Moreno, Gabriel",672515,2024,351,14.8,11.7,0.255,0.384,0.325,0.331,33.6,6.6,5.9,22.7,21.9,40.6,2.3,41.0,94.221263359,59.2,15.0,21.6,29.1,70.9,85.0,AZ,4.3,0.01225071225071225,-0.1448450716515804,-2.3596084091837852,-0.9314227130494633,2.334753518698979,-0.5430481365509834
1,"DeLuca, Jonny",676356,2024,362,21.3,6.6,0.23,0.318,0.272,0.309,32.7,3.9,4.7,26.1,30.4,29.2,5.8,28.0,92.14905868,71.5,17.0,37.8,36.1,62.8,82.3,TB,4.8,0.013259668508287293,-2.5666348908736762,-0.4018570473901696,0.6698474557089346,-1.5699977785036876,0.022389555854598536
2,"Díaz, Elias",553869,2024,351,19.7,5.7,0.242,0.343,0.28,0.319,31.0,4.7,4.3,24.8,20.9,39.9,4.7,34.5,93.543152344,76.1,18.4,33.2,47.8,52.2,81.6,SD,5.3,0.015099715099715099,-1.5011867849088953,-0.28372921328621575,2.0816775305123163,0.36161758994346926,0.632010168662506
3,"Schneider, Davis",676914,2024,454,31.7,10.4,0.198,0.358,0.292,0.374,38.0,12.0,6.6,22.9,35.7,19.4,3.5,38.0,93.569243488,64.0,22.5,22.9,51.5,48.5,77.5,TOR,11.6,0.02555066079295154,0.7570757689694123,2.0460126436876918,-2.514812032355379,-1.0784425809928313,-0.3085236824761651
4,"Marte, Starling",516782,2024,370,21.9,7.3,0.287,0.425,0.337,0.403,37.1,6.9,7.3,25.9,12.4,40.5,6.9,42.9,94.944189,69.2,18.4,30.1,52.7,46.9,81.0,NYM,8.5,0.022972972972972974,1.6212477210693708,-1.1291290289196605,1.5110392051105495,1.2736227041568,2.0471884378496017
5,"Correa, Carlos",621043,2024,367,16.6,10.9,0.278,0.455,0.358,0.392,34.4,9.2,7.6,21.0,22.5,37.8,1.9,44.7,95.462669198,65.5,13.5,25.5,36.6,63.4,86.5,MIN,13.6,0.037057220708446865,2.424788258335689,-2.1652857914162524,0.03381592974667286,1.4695637585240204,-1.022824082225224
6,"Hoerner, Nico",663538,2024,641,10.3,6.9,0.28,0.353,0.313,0.313,36.0,1.2,2.1,31.0,26.0,35.3,4.2,27.6,91.993965849,63.7,6.9,31.8,22.5,77.5,92.7,CHC,5.7,0.00889235569422777,-2.6660285034182043,-4.426269916814896,0.007125238310901527,-0.6512891684741124,0.6419374338592785
7,"Margot, Manuel",622534,2024,343,15.7,6.1,0.261,0.379,0.308,0.336,30.9,4.9,5.3,27.2,27.9,30.2,3.8,33.6,93.482249961,68.4,13.3,30.3,37.1,62.9,86.0,MIN,4.0,0.011661807580174927,-1.0552093043018864,-1.9342479623364255,0.4515938112378154,-0.5257226396725119,-0.17852491376841834
8,"Pederson, Joc",592626,2024,449,23.4,12.2,0.264,0.48,0.378,0.443,34.2,12.8,5.6,24.8,25.9,26.7,2.6,46.2,95.864061892,60.7,17.9,29.5,37.6,62.4,81.1,AZ,21.6,0.048106904231625836,3.7094750790756,-1.3040058753176724,-1.028127352082773,0.44688526315001637,-0.5834954857779673
9,"Larnach, Trevor",663616,2024,400,22.3,10.0,0.259,0.458,0.345,0.405,36.2,10.1,8.6,23.9,25.0,30.2,1.9,45.1,95.54188573,63.5,15.3,25.6,57.8,42.2,84.7,MIN,14.6,0.0365,2.936019443852397,-0.5282120460175745,-0.6314357373583301,0.6369430734579336,-0.11394030203574548
10,"Raley, Luke",670042,2024,455,29.7,5.9,0.22,0.418,0.316,0.406,31.5,11.0,8.1,18.3,22.0,33.0,7.0,41.8,95.042152538,75.2,23.6,27.9,64.4,34.7,76.2,SEA,22.3,0.04901098901098901,2.0931916676771714,2.4768399998265846,1.329213833343541,0.3640974660698187,-0.2533601504378999
11,"Amaya, Miguel",665804,2024,363,17.1,6.3,0.251,0.371,0.3,0.329,33.9,4.7,6.9,25.2,24.8,31.8,6.2,33.9,93.708861353,74.2,13.9,33.6,41.7,57.4,85.9,CHC,7.4,0.02038567493112948,-0.841429379754395,-1.1004474827683728,1.1937326446787924,-0.8103114182908762,0.07033018094950033
12,"Joe, Connor",656582,2024,416,21.9,10.6,0.206,0.308,0.277,0.295,30.9,4.7,3.3,20.4,33.8,32.0,5.5,32.7,92.982890511,63.8,18.4,21.9,47.8,52.2,81.6,PIT,12.4,0.02980769230769231,-1.9586842929431876,0.7151375863669011,-1.6611400123745739,0.5388051099499459,-1.2317620813606271
13,"Wells, Austin",669224,2024,414,21.0,11.4,0.242,0.429,0.339,0.38,34.5,9.1,7.3,23.3,30.2,24.4,5.5,38.9,94.070969368,73.2,19.9,25.5,48.3,51.2,79.9,NYY,18.3,0.04420289855072464,1.7397939693253455,0.09867481165787872,-0.9847508899027552,-0.7833352480813177,-0.699917197806412
14,"Rojas, Miguel",500743,2024,337,10.1,6.8,0.283,0.365,0.314,0.317,33.2,2.5,2.2,30.0,22.4,35.0,7.6,27.8,92.174445609,65.3,8.5,27.3,27.0,73.0,90.8,LAD,5.9,0.017507418397626113,-2.3632179590267968,-3.9392402333733023,0.023883196566370838,-0.12308030363863637,0.6966192250192769
15,"Fermin, Freddy",666023,2024,368,17.9,6.3,0.244,0.334,0.279,0.31,29.2,3.2,4.0,27.1,24.9,34.7,5.8,33.9,93.085600262,72.4,12.9,30.8,45.4,54.2,87.1,KC,5.2,0.014130434782608696,-2.120326572224802,-1.0281246779105526,1.0459526377579542,-0.01323465142941209,0.28993835193109774
16,"Sosa, Lenyn",672820,2024,369,20.9,3.3,0.278,0.419,0.316,0.385,42.2,6.1,9.0,30.7,23.5,27.4,2.9,41.2,93.909530839,67.9,13.0,37.3,32.4,67.6,86.8,CWS,6.6,0.017886178861788615,0.9074342621952769,-2.303232082613221,1.1841156928217198,-1.966642789346101,1.3067041288509857
17,"Rojas, Johan",679032,2024,363,19.0,3.6,0.225,0.292,0.25,0.285,22.0,2.5,3.6,19.5,19.9,44.4,10.1,27.4,92.590351731,61.8,15.7,35.5,35.0,62.0,81.4,PHI,2.8,0.007713498622589531,-4.291481114095067,-0.3384367027739557,2.1394621759415604,1.7425443269089547,-0.6613714120973291
18,"Toro, Abraham",647351,2024,364,17.0,5.5,0.245,0.365,0.291,0.322,33.2,4.3,5.4,22.4,27.4,35.4,5.1,29.6,92.798620509,65.7,9.5,30.9,33.9,65.1,89.8,OAK,6.9,0.018956043956043958,-1.8960827681314907,-1.7565247756112423,0.5504985760496507,-0.2816430162524413,-0.7716606344884963
19,"Realmuto, J.T.",592663,2024,413,24.7,6.5,0.268,0.459,0.339,0.424,36.9,10.4,9.7,23.7,17.2,33.0,5.7,46.6,94.909982842,69.4,17.6,30.2,47.2,52.8,82.4,PHI,13.7,0.03317191283292978,2.709725185030928,-0.48966362038545175,1.1506181152575086,0.3076875392016138,0.7608476247497356
20,"Moniak, Mickey",666160,2024,418,27.3,5.0,0.221,0.379,0.283,0.361,31.9,9.3,5.0,20.8,35.1,23.3,6.1,34.4,93.816907681,75.1,22.2,39.7,45.3,53.2,77.3,LAA,14.7,0.035167464114832535,-0.13957462779571278,1.613163964733667,1.1814209720138298,-2.350289088874766,-1.059262950693323
21,"Fortes, Nick",663743,2024,335,12.2,3.3,0.225,0.29,0.245,0.257,29.0,1.4,2.9,22.2,28.0,34.1,11.5,22.6,91.819744812,65.6,8.8,31.5,23.1,74.0,88.4,MIA,4.6,0.013731343283582088,-4.982453027787934,-1.7758513316525,0.756776377085744,-0.6412177558674452,-1.081764352933699
22,"Perkins, Blake",663368,2024,434,24.9,9.7,0.218,0.311,0.275,0.316,32.0,3.9,6.0,23.5,26.0,34.5,6.0,37.7,93.114376074,60.2,20.8,24.5,42.5,54.2,76.9,MIL,5.3,0.012211981566820277,-1.726363801284101,0.4323026491459392,-1.0752127516068504,1.2163435455928968,0.15664883193108692
23,"Triolo, Jared",669707,2024,446,26.5,9.4,0.224,0.332,0.289,0.343,38.8,5.3,5.0,26.0,29.5,29.2,4.6,39.1,93.892534424,70.0,19.6,25.1,49.5,50.5,79.6,PIT,6.1,0.013677130044843049,-0.5063009400907805,0.5428120900846553,-0.9823016165476213,-0.4517758469199413,0.9368706881420639
24,"Massey, Michael",686681,2024,356,15.7,4.2,0.258,0.414,0.309,0.347,34.4,7.1,7.1,24.8,29.4,28.4,3.2,36.9,93.36810777,67.3,8.7,37.4,33.9,66.1,91.3,KC,15.5,0.04353932584269663,0.1485140590657981,-2.0776065481234673,1.1311486263447315,-1.6780051434271688,-1.2913588708609187
25,"Kelenic, Jarred",672284,2024,449,29.6,7.1,0.241,0.412,0.308,0.409,38.2,9.9,8.8,26.9,27.6,23.3,3.5,45.2,94.504780603,69.2,23.3,29.8,57.8,41.8,76.7,ATL,15.1,0.03363028953229399,2.269513892303703,1.241307025245622,-0.20641689631857904,-1.1813111389149114,0.9078207628481374
26,"Vientos, Mark",668901,2024,454,29.7,7.3,0.246,0.463,0.331,0.444,34.6,14.1,7.1,23.3,20.1,32.2,2.8,46.6,95.741575567,68.5,25.0,32.3,53.1,46.9,75.0,NYM,26.0,0.05726872246696035,3.7747054687453088,1.0829816387245619,1.1001015925477602,0.3427061765614513,0.2675993236887485
27,"Brennan, Will",686823,2024,353,13.6,5.4,0.269,0.374,0.302,0.326,31.1,4.6,4.2,27.6,26.9,30.4,6.4,32.5,92.582691388,75.1,13.0,33.7,30.0,70.0,86.6,CLE,6.3,0.017847025495750707,-1.6248204007449867,-2.3113786067352255,1.2660299555434373,-1.316637863633468,-0.09320012911875913
28,"Hinds, Rece",677956,2024,51,31.4,7.8,0.245,0.606,0.386,0.541,40.0,20.0,0.0,20.0,36.7,20.0,3.3,40.0,95.989862667,73.2,20.0,41.6,64.3,35.7,80.0,CIN,4.3,0.08431372549019607,5.961376995235501,1.2313685334097684,0.5411934305850815,-3.054366051657031,-0.8408278878536928
29,"Walsh, Jared",665120,2024,60,35.0,11.7,0.241,0.4,0.324,0.457,40.6,9.4,3.1,37.5,18.8,15.6,15.6,31.3,93.811737188,61.9,33.7,20.3,65.4,34.6,66.3,TEX,1.4,0.02333333333333333,1.3020222032917523,1.8058685345040153,-3.1503661308928854,-0.811616660584805,5.126343218817062
30,"Black, Tyler",672012,2024,57,29.8,12.3,0.191,0.231,0.256,0.283,31.3,0.0,3.1,25.0,34.4,31.3,6.3,15.6,90.91031625,66.4,17.7,20.0,45.8,54.2,82.3,,0.0,0.0,-4.679034357540056,1.068899124084436,-2.6734838712185462,0.0646345624798714,0.39929566832640057
31,"Ramírez, José",608070,2024,682,12.0,7.9,0.259,0.453,0.329,0.35,34.0,8.6,8.5,19.7,34.4,25.9,2.9,39.7,93.982319614,68.9,9.4,31.7,26.6,73.2,90.6,CLE,40.6,0.059530791788856306,1.3789458889717578,-2.1784615871344553,0.03784203284302998,-1.51334823470402,-3.134793146187524
32,"Romo, Drew",691011,2024,53,34.0,3.8,0.148,0.202,0.173,0.236,21.2,3.0,0.0,15.2,36.4,36.4,9.1,15.2,90.486921515,72.2,17.1,38.0,54.3,45.7,82.9,COL,0.1,0.0018867924528301887,-6.95215683312698,3.7831906504413704,1.3952542612695564,-0.5602530523635488,-1.4452371180146162
33,"McCoy, Mason",669200,2024,57,33.3,8.8,0.202,0.241,0.242,0.323,33.3,0.0,0.0,27.3,18.2,33.3,18.2,15.2,90.870332143,56.9,13.6,33.6,56.4,43.6,83.3,,0.0,0.0,-5.422897137883164,1.0622745946556766,-1.0086156334427916,0.39999524079204063,3.247115507431993
34,"Tucker, Cole",657061,2024,57,29.8,10.5,0.197,0.269,0.256,0.308,35.3,0.0,11.8,23.5,23.5,41.2,0.0,44.1,93.605586176,65.0,17.1,22.5,55.6,44.4,82.9,LAA,0.1,0.0017543859649122807,-1.350455279669785,1.3054406241587535,-0.6223060383322812,2.060301286367306,0.5168205771049204
35,"Williams, Luke",663897,2024,52,25.0,7.7,0.166,0.266,0.234,0.257,23.5,2.9,5.9,17.6,44.1,26.5,2.9,29.4,92.789461515,72.8,14.9,28.7,56.5,39.1,85.1,,0.0,0.0,-3.7734933467877196,2.483562437124108,-0.4705726330762519,-0.7468993456506391,-2.692517946305853
36,"Estrada, Thairo",642731,2024,381,19.9,2.6,0.226,0.338,0.263,0.309,30.3,4.8,5.9,21.4,24.5,38.3,4.8,31.7,92.678487456,67.5,9.9,34.9,41.6,58.4,89.9,SF,9.4,0.024671916010498687,-2.2732014998680437,-0.6114192892911221,1.9012487951562747,-0.08401827490578928,-0.8420266623781612
37,"Gonzales, Nick",693304,2024,387,19.1,4.7,0.27,0.407,0.317,0.37,34.1,7.9,4.5,26.9,23.8,31.7,4.5,36.9,93.505191185,78.2,17.4,34.1,42.3,57.7,82.6,PIT,9.4,0.024289405684754524,0.25388170317203024,-1.184969860148417,1.8615552202669892,-1.1992234427320896,0.6523248312541655
38,"Semien, Marcus",543760,2024,718,14.6,8.9,0.251,0.391,0.313,0.328,33.0,6.6,4.8,25.5,31.1,26.7,4.8,35.2,93.005121934,75.9,11.9,25.2,44.0,56.0,88.1,TEX,26.2,0.03649025069637883,-0.26763415861405826,-1.373779917803869,-0.3707449128222602,-1.1516609968205815,-0.8429596654507858
39,"Kepler, Max",596146,2024,399,20.1,5.5,0.247,0.381,0.301,0.348,35.4,6.2,7.2,24.1,35.1,24.1,2.7,36.8,93.867541875,74.3,15.2,30.5,46.5,53.5,84.6,MIN,8.2,0.020551378446115286,0.000361385543434789,-0.33708354037573507,0.2590080681636563,-1.9799009911686567,-0.7281622159330745
40,"Crawford, J.P.",641487,2024,451,22.6,11.5,0.227,0.363,0.309,0.341,30.2,6.5,6.5,24.1,24.4,32.3,5.5,37.8,93.58355108,62.0,15.8,18.2,37.0,63.0,83.7,SEA,9.1,0.020177383592017737,-0.5142830602381979,-0.6227110541791268,-1.7014347099179212,1.5769455025491474,-0.4022456043183931
41,"Domínguez, Jasson",691176,2024,67,28.4,16.4,0.201,0.332,0.305,0.347,24.3,10.8,2.7,13.5,13.5,56.8,2.7,45.9,95.789056757,71.4,14.7,28.1,43.6,56.4,85.3,NYY,1.8,0.026865671641791045,0.16963198055962786,0.852035267236498,1.3637597273248305,5.178792658742314,-1.311866364861286
42,"Dahl, David",621311,2024,62,33.9,4.8,0.2,0.376,0.264,0.376,36.8,7.9,13.2,18.4,23.7,34.2,2.6,21.1,92.241650789,75.8,22.0,36.3,52.8,47.2,78.0,PHI,1.5,0.024193548387096774,-0.4098821894032824,2.5676868738705276,1.5953445903983663,-1.1811717261758103,-0.014457880249536589
43,"DeJong, Paul",657557,2024,482,32.4,4.8,0.218,0.395,0.291,0.401,36.4,10.2,8.5,23.8,30.6,20.7,6.1,41.5,94.174456531,80.6,26.3,34.3,56.1,43.9,73.7,KC,20.3,0.04211618257261411,1.6624501965985885,2.7010604645937155,1.0223851603974208,-2.547356205415407,0.2751812863484936
44,"Hayes, Ke'Bryan",663647,2024,396,18.9,5.8,0.244,0.327,0.279,0.313,29.9,2.4,6.5,24.5,20.7,41.5,3.7,42.9,94.135653938,62.3,7.8,28.0,40.0,60.0,92.2,PIT,4.3,0.010858585858585857,-1.6289415678115393,-1.6764679437855385,0.9895760238095422,1.7621721403377684,-0.17524838259717312
45,"Amaya, Jacob",676070,2024,72,38.9,5.6,0.179,0.222,0.202,0.295,30.0,2.5,0.0,27.5,22.5,45.0,2.5,32.5,92.840182,54.2,20.2,19.2,50.0,50.0,77.4,,0.0,0.0,-4.150991288034864,1.797212444990338,-0.8148907279979933,2.68902766413779,1.8338686906112887
46,"Gurriel Jr., Yuli",493329,2024,65,23.1,13.8,0.254,0.328,0.316,0.35,34.1,2.4,2.4,39.0,24.4,26.8,4.9,53.7,95.580734878,61.4,14.1,27.9,37.2,62.8,85.9,,0.0,0.0,-0.12110789025394081,-2.203330118929625,-1.707285063655577,0.8371621143161816,2.425305462971766
47,"Millas, Drew",686452,2024,62,25.8,8.1,0.224,0.307,0.268,0.322,39.0,2.4,4.9,26.8,19.5,41.5,4.9,34.1,92.817296154,65.9,13.6,26.4,44.1,52.9,86.4,WSH,0.6,0.00967741935483871,-2.0896207870792582,-0.5761366674850885,-0.02763707470652836,0.943690745345523,1.7286416774499018
48,"Hurtubise, Jacob",674441,2024,68,26.5,8.8,0.192,0.25,0.265,0.289,39.0,0.0,2.4,26.8,36.6,14.6,19.5,14.6,90.510765278,60.9,16.3,23.8,32.3,67.7,80.4,CIN,1.0,0.014705882352941176,-5.075122072238398,0.5265649963448787,-3.6745528174819833,-2.8218479593713788,1.0524153016450282
49,"Serven, Brian",661531,2024,71,31.0,7.0,0.172,0.265,0.239,0.289,35.7,2.4,9.5,16.7,33.3,26.2,11.9,16.7,91.5968815,63.2,17.9,31.2,35.9,64.1,82.1,TOR,0.2,0.0028169014084507044,-4.231806512102762,2.172650668099658,-1.2329444929806515,-1.3501317625042073,-0.7358709043980971
50,"Kirk, Alejandro",672386,2024,386,13.2,9.1,0.257,0.392,0.324,0.335,34.6,6.7,7.0,25.2,20.8,35.9,4.0,40.9,94.269440505,65.7,9.8,28.3,28.7,71.3,90.2,TOR,6.1,0.015803108808290153,-0.07470332309560054,-2.7585080765446692,0.2372417972741652,0.8703584298135297,-0.30528650163250004
51,"Melendez Jr., MJ",669004,2024,451,25.1,7.8,0.239,0.425,0.317,0.391,29.1,8.4,9.0,20.7,26.4,33.4,1.7,45.2,95.196771409,77.8,24.1,28.4,43.7,56.3,75.7,,0.0,0.0,1.2291744863303062,0.773922957831242,1.3170351985106281,0.577690702653149,-0.5250195656144783
52,"Tellez, Rowdy",642133,2024,421,21.1,7.4,0.237,0.394,0.302,0.349,32.4,8.0,5.7,24.1,31.4,28.8,1.7,36.5,94.350585034,58.8,11.5,27.4,44.5,55.1,88.5,PIT,10.9,0.025890736342042756,0.03397158387190446,-0.9328592607555288,-0.8283106411059677,0.030556432443931515,-1.0355706947280856
53,"Marchán, Rafael",665561,2024,56,14.3,5.4,0.336,0.52,0.393,0.438,47.7,9.1,0.0,40.9,29.5,15.9,4.5,31.8,92.004376744,62.4,8.8,25.6,36.4,63.6,91.2,PHI,2.6,0.04642857142857143,2.157517316158585,-5.309439060461429,-2.013855280104211,-3.743969316976101,2.7321875112015106
54,"Rocchio, Brayan",677587,2024,442,20.4,10.0,0.21,0.302,0.275,0.287,36.0,4.0,4.0,21.3,26.7,34.0,9.7,22.3,91.872068403,68.3,16.6,29.9,39.6,57.7,80.6,CLE,7.6,0.017194570135746604,-3.162628763664493,0.02743234259002981,-0.6471971354685405,-0.30040052837748193,0.07265346435425116
55,"Ford, Mike",645801,2024,62,24.2,3.2,0.207,0.299,0.234,0.292,28.9,2.2,4.4,26.7,37.8,26.7,2.2,33.3,93.064107556,72.3,23.5,28.2,30.3,69.7,76.5,CIN,1.2,0.01935483870967742,-2.7448339731085287,0.7020835890989504,0.2927928950179727,-1.651389794370659,-0.9795554600424425
56,"DeLoach, Zach",676113,2024,75,28.0,10.7,0.213,0.27,0.263,0.311,30.4,0.0,4.3,30.4,17.4,43.5,2.2,32.6,92.708014091,71.7,15.8,24.5,67.6,32.4,84.2,CWS,1.0,0.013333333333333334,-2.334340479706519,0.6513282327766561,0.18624930717565558,2.0304451964968657,2.1915704175725415
57,"Renfroe, Hunter",592669,2024,424,19.8,8.5,0.223,0.362,0.291,0.322,27.8,6.6,6.3,22.2,32.5,27.8,4.6,39.4,94.256549636,62.7,15.3,26.3,42.7,57.3,84.7,KC,17.8,0.0419811320754717,-0.3242556656932515,-0.04376563046387771,-0.7640468331483333,0.18545757888925438,-1.9415372347507194
58,"Sanó, Miguel",593934,2024,95,37.9,9.5,0.241,0.378,0.312,0.458,33.3,10.4,4.2,37.5,18.8,22.9,6.3,54.2,97.982218958,67.2,27.1,25.5,67.3,32.7,72.9,LAA,1.4,0.014736842105263158,3.042118031721661,1.7998558853317872,-0.5559004177973226,0.7783085359955793,3.84738573081011
59,"Luciano, Marco",682617,2024,81,34.6,6.2,0.241,0.356,0.285,0.409,41.7,6.3,14.6,29.2,20.8,25.0,4.2,45.8,94.575629375,65.1,21.1,14.7,77.3,22.7,78.9,SF,0.6,0.007407407407407407,1.8878105805293908,2.0733496741853665,-1.461836173844793,0.2456865780600201,2.830481793113717
60,"Short, Zack",670097,2024,88,27.3,15.9,0.169,0.25,0.271,0.275,34.7,4.1,8.2,18.4,36.7,22.4,10.2,26.5,92.551010889,63.8,23.9,13.3,41.7,58.3,73.9,,0.0,0.0,-2.906113406491428,2.3768624587830423,-4.395341266047929,0.3182547714227826,-0.8824770457310562
61,"Yastrzemski, Mike",573262,2024,474,26.2,8.0,0.219,0.396,0.301,0.368,33.0,10.5,6.5,22.2,33.7,22.2,4.2,41.0,94.1835,63.7,20.0,23.8,43.2,56.3,79.4,SF,16.5,0.03481012658227848,0.8783569516883591,0.8351952024193372,-1.403867743580666,-0.6407357924255704,-1.1797125443541243
62,"Hoskins, Rhys",656555,2024,517,28.8,10.3,0.202,0.387,0.301,0.372,29.7,12.7,6.2,20.3,33.0,23.9,3.9,42.2,94.057895065,59.3,21.2,25.4,39.0,61.0,78.8,MIL,22.8,0.04410058027079304,1.04402310452999,1.3241131196631115,-1.717399528229734,0.19614196993087654,-1.8963401207951054
63,"Nuñez, Nasim",683083,2024,78,19.2,15.4,0.178,0.215,0.26,0.232,17.6,0.0,3.9,15.7,7.8,47.1,23.5,21.6,91.876882632,61.3,10.2,21.0,45.7,54.3,84.7,WSH,0.0,0.0,-6.293267495483675,0.7419654491401738,-0.7488632463538482,4.996881223575898,0.05992351041738769
64,"Del Castillo, Adrian",680728,2024,87,32.2,8.0,0.215,0.389,0.293,0.397,36.5,11.5,3.8,26.9,30.8,23.1,3.8,34.6,93.052993333,69.3,22.6,30.6,50.0,50.0,77.4,AZ,4.0,0.04597701149425287,0.8713337511492351,1.4343205561705725,-0.7375929407219305,-1.6805007739045532,0.4841143688567824
65,"Barnhart, Tucker",571466,2024,96,32.3,13.5,0.166,0.218,0.24,0.272,34.6,3.8,1.9,23.1,19.2,36.5,15.4,23.1,91.53708766,56.7,21.8,22.7,51.2,48.8,76.4,,0.0,0.0,-4.700770294497231,2.247814470295906,-2.50994879523053,1.993935035317531,2.140025793411738
66,"Butler, Lawrence",671732,2024,451,23.9,7.8,0.261,0.471,0.342,0.423,35.1,11.0,5.8,26.9,23.1,31.5,1.0,47.4,95.302256275,69.1,19.6,27.3,44.7,55.3,80.3,OAK,16.1,0.03569844789356985,2.8971704253490116,-0.8252379763504458,0.405857866956856,0.2406401102136428,0.41349541556980557
67,"Vogelbach, Daniel",596129,2024,79,21.5,11.4,0.273,0.466,0.36,0.422,35.8,9.4,5.7,30.2,15.1,35.8,0.0,45.1,95.238581569,42.4,8.2,17.8,31.3,68.8,91.8,TOR,2.3,0.02911392405063291,2.357089945174769,-3.7223424956049525,-2.358248348923055,3.0423908027762896,0.807253081980249
68,"Berti, Jon",542932,2024,74,18.9,8.1,0.274,0.335,0.307,0.338,41.5,1.9,1.9,35.8,26.4,24.5,9.4,30.2,92.303648269,60.9,15.2,17.5,28.6,71.4,84.8,NYY,0.1,0.0013513513513513514,-2.141119624913362,-2.9321076474287766,-2.635996589551885,-1.013467175451706,2.751941882625649
69,"Bailey, Patrick",672275,2024,448,22.3,8.7,0.258,0.398,0.319,0.376,37.9,5.5,7.1,29.1,23.9,31.1,2.6,43.0,94.770639073,70.0,15.6,25.1,46.3,53.2,84.0,SF,8.6,0.01919642857142857,1.0510507745829707,-1.1527740901812458,-0.2504161117693104,0.006094633065378642,1.1211794404308693
70,"Narváez, Omar",553882,2024,69,17.4,4.3,0.177,0.236,0.2,0.218,27.8,0.0,3.7,18.5,44.4,20.4,11.1,22.2,91.719535686,70.9,12.4,28.1,29.4,70.6,86.7,NYM,0.1,0.0014492753623188406,-6.121026421981657,0.8391465350499735,-0.8014794152282045,-2.4110845254426634,-2.567104953981195
71,"Dingler, Dillon",693307,2024,87,34.5,3.4,0.241,0.378,0.28,0.413,35.2,3.7,11.1,31.5,22.2,25.9,5.6,48.1,95.065989815,71.1,25.2,36.7,36.2,63.8,74.8,DET,1.6,0.01839080459770115,1.0120425291911794,0.8816911882090613,1.5388223178978044,-1.2546327223189329,1.8463885141809087
72,"Sogard, Nick",686765,2024,86,29.1,8.1,0.279,0.363,0.309,0.402,48.1,1.9,5.6,40.7,22.2,25.9,3.7,31.5,92.36746717,68.5,17.2,27.6,46.8,53.2,82.8,BOS,0.9,0.010465116279069767,-0.05421817884717017,-1.8228046642637727,-1.2861739782361712,-2.0443985145613515,4.600179836314152
73,"Palacios, Joshua",641943,2024,78,15.4,12.8,0.264,0.388,0.342,0.347,21.8,3.6,3.6,23.6,18.2,41.8,5.5,47.3,95.126017925,68.9,22.1,22.4,37.1,62.9,76.0,PIT,2.0,0.02564102564102564,0.24708588078162985,-1.415486610910359,0.40377275389964223,3.3072288734322504,-0.5137860469847454
74,"Wagaman, Eric",676572,2024,74,23.0,2.7,0.267,0.412,0.302,0.383,38.2,5.5,12.7,27.3,25.5,25.5,1.8,40.0,95.375562222,73.0,10.0,29.5,48.7,51.3,90.0,LAA,1.2,0.016216216216216217,1.3556829656593272,-0.9622922421839964,1.126613237170258,-1.4932942082065856,0.42679199488835745
75,"Espinal, Santiago",669289,2024,391,13.8,6.1,0.258,0.344,0.288,0.306,35.0,1.9,4.2,29.3,29.9,30.9,3.9,24.1,91.492088339,68.8,9.4,28.0,28.8,70.2,90.2,CIN,7.7,0.01969309462915601,-2.683323806703633,-2.84687278633949,-0.2820739923203115,-1.422408414420719,-0.002557291674887857
76,"Dunn, Oliver",686554,2024,104,38.5,5.8,0.207,0.318,0.263,0.391,33.9,5.4,10.7,28.6,16.1,30.4,8.9,46.4,94.782023333,62.3,27.2,20.9,71.1,28.9,72.8,MIL,1.1,0.010576923076923078,0.38467829089900996,3.245478016258185,-0.42782637876081797,1.4413421498670127,2.958051827260059
77,"Bader, Harrison",664056,2024,437,21.7,4.8,0.242,0.377,0.294,0.348,33.9,6.4,4.5,24.6,26.8,33.2,4.5,35.5,93.420801022,59.8,14.2,33.6,42.5,57.5,85.8,NYM,10.6,0.02425629290617849,-0.8332402398413901,-0.9120998901626065,0.43823330735198746,-0.21041583616364568,-0.035997537581800104
78,"Florial, Estevan",664314,2024,111,36.9,9.9,0.166,0.283,0.247,0.331,36.2,10.3,6.9,17.2,29.3,29.3,6.9,41.4,93.884180351,78.6,37.0,24.7,57.9,38.6,62.4,CLE,2.4,0.02162162162162162,-0.27568992980186735,5.173034615340471,-0.3949912049657679,-0.12308010268343168,0.24919076090035827
79,"Wilson, Weston",642215,2024,98,29.6,8.2,0.224,0.417,0.312,0.407,35.0,15.0,11.7,20.0,25.0,18.3,8.3,50.0,95.716620847,65.9,20.8,27.4,63.0,37.0,79.2,PHI,2.3,0.023469387755102038,2.8874082950285302,2.3664956838382514,-0.6056360270234429,-0.25178415784391905,-0.10770323364971619
80,"Fermín, José",665877,2024,79,13.9,8.9,0.201,0.246,0.246,0.232,15.0,0.0,5.0,16.7,23.3,45.0,10.0,25.0,91.718649492,55.2,7.0,21.7,22.6,77.4,92.0,,0.0,0.0,-5.989621673348827,-1.3346982174352247,-0.3308231557966777,3.593326557942545,-2.693967756227761
